Cluster,id,age,sex,region,income,married,children,car,save_act,current_act,mortgage,pep
cluster1,ID12532,64,FEMALE,TOWN,"$58,367",YES,1,YES,YES,YES,NO,YES
cluster1,ID12536,23,MALE,TOWN,"$11,737",NO,2,YES,YES,YES,YES,NO
cluster1,ID12554,59,FEMALE,RURAL,"$51,284",NO,0,YES,YES,YES,YES,NO
cluster1,ID12565,28,MALE,TOWN,"$20,555",NO,0,YES,YES,YES,NO,YES
cluster1,ID12566,57,FEMALE,TOWN,"$28,422",YES,2,YES,YES,YES,YES,NO
cluster1,ID12570,63,MALE,TOWN,"$37,415",NO,3,YES,YES,YES,NO,NO
cluster1,ID12575,31,FEMALE,TOWN,"$22,678",NO,1,YES,YES,YES,YES,YES
cluster1,ID12580,46,MALE,TOWN,"$43,396",NO,1,YES,YES,YES,NO,YES
cluster1,ID12582,47,MALE,INNER_CITY,"$44,659",NO,2,YES,YES,YES,NO,YES
cluster1,ID12592,46,FEMALE,TOWN,"$17,149",NO,1,YES,YES,YES,NO,YES
cluster1,ID12597,50,MALE,TOWN,"$40,973",NO,2,YES,YES,YES,YES,YES
cluster1,ID12602,58,FEMALE,INNER_CITY,"$33,007",NO,1,YES,NO,YES,NO,YES
cluster1,ID12608,22,FEMALE,SUBURBAN,"$11,595",NO,0,YES,YES,YES,NO,YES
cluster1,ID12610,23,FEMALE,RURAL,"$11,215",YES,2,YES,YES,YES,NO,YES
cluster1,ID12621,38,FEMALE,INNER_CITY,"$12,164",YES,2,YES,NO,YES,NO,YES
cluster1,ID12622,36,FEMALE,TOWN,"$17,248",YES,2,YES,YES,YES,NO,NO
cluster1,ID12635,27,FEMALE,TOWN,"$13,950",NO,1,YES,YES,YES,YES,NO
cluster1,ID12638,61,FEMALE,RURAL,"$57,176",NO,2,NO,YES,YES,NO,YES
cluster1,ID12656,20,FEMALE,TOWN,"$7,724",YES,2,YES,YES,YES,NO,NO
cluster1,ID12673,33,FEMALE,SUBURBAN,"$27,713",NO,2,NO,YES,YES,NO,YES
cluster1,ID12677,24,FEMALE,TOWN,"$19,160",YES,1,YES,YES,YES,NO,YES
cluster1,ID12683,46,FEMALE,TOWN,"$21,984",NO,3,NO,YES,NO,NO,NO
cluster1,ID12684,47,FEMALE,RURAL,"$29,093",NO,2,YES,YES,YES,NO,NO
cluster1,ID12688,43,FEMALE,TOWN,"$31,274",NO,1,YES,YES,NO,NO,YES
cluster1,ID12696,61,FEMALE,INNER_CITY,"$47,025",NO,2,YES,YES,YES,YES,NO
cluster1,ID12698,31,FEMALE,TOWN,"$15,976",YES,0,YES,YES,NO,NO,YES
cluster2,ID12117,37,FEMALE,TOWN,"$17,730",YES,2,NO,NO,NO,YES,NO
cluster2,ID12118,46,FEMALE,SUBURBAN,"$41,016",YES,0,NO,YES,NO,YES,NO
cluster2,ID12119,62,FEMALE,INNER_CITY,"$26,909",YES,0,NO,YES,NO,NO,YES
cluster2,ID12144,32,FEMALE,TOWN,"$27,572",YES,0,YES,NO,YES,YES,NO
cluster2,ID12152,36,MALE,TOWN,"$23,895",YES,0,NO,NO,NO,NO,NO
cluster2,ID12159,29,FEMALE,INNER_CITY,"$15,144",YES,0,NO,NO,YES,NO,NO
cluster2,ID12185,62,MALE,INNER_CITY,"$24,026",YES,0,NO,NO,YES,YES,YES
cluster2,ID12197,22,MALE,INNER_CITY,"$7,949",YES,1,NO,NO,NO,YES,NO
cluster2,ID12203,42,MALE,INNER_CITY,"$15,500",YES,0,YES,NO,YES,YES,YES
cluster2,ID12212,34,MALE,INNER_CITY,"$25,333",YES,3,YES,NO,NO,YES,NO
cluster2,ID12237,20,FEMALE,INNER_CITY,"$14,049",YES,2,YES,NO,YES,YES,NO
cluster2,ID12243,28,FEMALE,TOWN,"$17,241",YES,1,YES,NO,NO,YES,NO
cluster2,ID12262,40,FEMALE,INNER_CITY,"$12,977",YES,0,NO,NO,NO,NO,NO
cluster2,ID12265,40,FEMALE,INNER_CITY,"$24,904",YES,0,NO,NO,NO,NO,NO
cluster2,ID12268,24,MALE,INNER_CITY,"$8,563",NO,1,NO,NO,NO,YES,NO
cluster2,ID12279,43,MALE,INNER_CITY,"$15,255",YES,0,NO,NO,NO,NO,YES
cluster2,ID12287,20,FEMALE,INNER_CITY,"$18,276",YES,0,NO,NO,NO,YES,YES
cluster2,ID12294,41,MALE,INNER_CITY,"$16,250",YES,0,YES,NO,YES,YES,YES
cluster2,ID12297,30,FEMALE,INNER_CITY,"$18,802",NO,0,NO,NO,YES,YES,YES
cluster2,ID12299,26,MALE,INNER_CITY,"$14,586",NO,2,NO,NO,YES,YES,NO
cluster2,ID12306,18,MALE,INNER_CITY,"$14,389",NO,0,YES,NO,YES,YES,YES
cluster2,ID12310,27,MALE,INNER_CITY,"$20,772",NO,0,NO,YES,NO,NO,YES
cluster2,ID12330,27,MALE,INNER_CITY,"$12,280",NO,0,YES,NO,NO,NO,YES
cluster2,ID12331,59,FEMALE,INNER_CITY,"$30,189",YES,0,YES,NO,YES,YES,YES
cluster2,ID12333,31,MALE,SUBURBAN,"$14,059",YES,0,NO,NO,YES,YES,YES
cluster2,ID12339,26,FEMALE,RURAL,"$18,068",YES,2,NO,YES,NO,NO,NO
cluster2,ID12341,26,FEMALE,RURAL,"$11,299",YES,2,YES,NO,NO,NO,NO
cluster2,ID12347,23,FEMALE,INNER_CITY,"$7,606",NO,3,YES,NO,NO,NO,NO
cluster2,ID12353,23,MALE,INNER_CITY,"$14,291",YES,2,NO,NO,YES,YES,NO
cluster2,ID12354,42,FEMALE,TOWN,"$17,883",YES,1,NO,NO,NO,NO,YES
cluster2,ID12358,28,FEMALE,TOWN,"$23,371",YES,2,NO,NO,YES,YES,NO
cluster2,ID12366,21,MALE,INNER_CITY,"$17,922",YES,1,YES,NO,NO,NO,YES
cluster2,ID12376,18,MALE,RURAL,"$9,363",YES,0,YES,NO,YES,YES,YES
cluster2,ID12381,32,MALE,INNER_CITY,"$22,328",YES,1,NO,NO,NO,NO,YES
cluster2,ID12386,25,MALE,TOWN,"$9,486",YES,0,NO,NO,NO,NO,NO
cluster2,ID12398,18,MALE,RURAL,"$8,639",YES,2,NO,NO,NO,NO,NO
cluster2,ID12402,37,FEMALE,TOWN,"$15,350",YES,0,NO,YES,NO,NO,NO
cluster2,ID12422,35,MALE,RURAL,"$22,883",YES,0,YES,NO,NO,YES,YES
cluster2,ID12428,24,MALE,INNER_CITY,"$21,268",YES,0,NO,NO,YES,YES,YES
cluster2,ID12433,33,FEMALE,TOWN,"$29,542",YES,0,NO,YES,NO,NO,NO
cluster2,ID12437,39,MALE,INNER_CITY,"$26,901",YES,2,NO,NO,NO,YES,NO
cluster2,ID12440,20,MALE,INNER_CITY,"$18,185",YES,0,NO,NO,YES,YES,YES
cluster2,ID12451,33,FEMALE,INNER_CITY,"$31,207",NO,0,YES,NO,YES,YES,YES
cluster2,ID12455,49,FEMALE,SUBURBAN,"$30,199",YES,0,YES,NO,YES,YES,YES
cluster2,ID12473,24,FEMALE,INNER_CITY,"$7,756",NO,0,NO,NO,NO,NO,YES
cluster2,ID12477,58,FEMALE,TOWN,"$33,204",NO,1,NO,NO,NO,YES,YES
cluster2,ID12479,19,MALE,SUBURBAN,"$17,987",YES,0,NO,NO,YES,YES,YES
cluster2,ID12480,20,FEMALE,INNER_CITY,"$9,910",YES,3,NO,NO,YES,NO,NO
cluster2,ID12495,58,FEMALE,SUBURBAN,"$25,469",NO,0,YES,NO,NO,YES,YES
cluster2,ID12496,67,FEMALE,TOWN,"$23,486",YES,3,YES,NO,NO,YES,NO
cluster2,ID12502,26,MALE,RURAL,"$19,564",NO,3,YES,NO,NO,YES,NO
cluster2,ID12504,35,MALE,INNER_CITY,"$20,754",NO,0,NO,NO,NO,YES,YES
cluster2,ID12509,41,FEMALE,SUBURBAN,"$21,984",YES,1,YES,NO,NO,NO,YES
cluster2,ID12514,26,FEMALE,INNER_CITY,"$16,519",YES,0,YES,NO,YES,NO,YES
cluster2,ID12518,31,MALE,RURAL,"$22,849",YES,1,YES,NO,NO,NO,YES
cluster2,ID12528,53,FEMALE,INNER_CITY,"$32,184",YES,2,YES,NO,NO,NO,YES
cluster2,ID12537,35,MALE,INNER_CITY,"$16,480",YES,0,YES,NO,NO,YES,YES
cluster2,ID12563,23,FEMALE,INNER_CITY,"$18,050",YES,0,YES,NO,YES,YES,YES
cluster2,ID12587,35,FEMALE,TOWN,"$21,624",YES,0,NO,YES,NO,YES,NO
cluster2,ID12589,27,FEMALE,TOWN,"$14,015",YES,3,NO,YES,NO,NO,NO
cluster2,ID12590,27,MALE,INNER_CITY,"$20,409",YES,2,NO,YES,NO,NO,YES
cluster2,ID12593,61,FEMALE,TOWN,"$27,756",YES,0,YES,YES,NO,YES,YES
cluster2,ID12596,44,MALE,INNER_CITY,"$38,460",YES,0,NO,NO,NO,YES,YES
cluster2,ID12603,32,FEMALE,TOWN,"$26,325",YES,0,YES,NO,NO,NO,NO
cluster2,ID12607,59,FEMALE,INNER_CITY,"$23,175",YES,0,NO,NO,NO,YES,YES
cluster2,ID12611,29,FEMALE,TOWN,"$13,328",YES,0,NO,YES,NO,NO,NO
cluster2,ID12624,34,FEMALE,TOWN,"$16,291",YES,0,YES,YES,NO,YES,NO
cluster2,ID12627,32,MALE,INNER_CITY,"$14,512",NO,2,NO,YES,NO,YES,NO
cluster2,ID12629,30,FEMALE,INNER_CITY,"$25,831",YES,2,NO,NO,YES,NO,NO
cluster2,ID12632,36,FEMALE,INNER_CITY,"$27,643",NO,1,YES,NO,NO,NO,YES
cluster2,ID12647,27,FEMALE,INNER_CITY,"$15,282",NO,0,YES,NO,NO,YES,YES
cluster2,ID12654,49,FEMALE,SUBURBAN,"$39,358",YES,0,YES,NO,NO,YES,NO
cluster2,ID12660,67,FEMALE,SUBURBAN,"$24,858",YES,0,NO,NO,YES,YES,YES
cluster2,ID12691,25,MALE,INNER_CITY,"$23,819",YES,0,NO,NO,NO,NO,NO
cluster2,ID12699,29,MALE,INNER_CITY,"$14,712",YES,0,NO,YES,NO,YES,NO
cluster3,ID12113,44,FEMALE,TOWN,"$15,736",YES,1,NO,YES,YES,YES,YES
cluster3,ID12128,39,FEMALE,TOWN,"$20,114",YES,1,NO,NO,YES,NO,YES
cluster3,ID12136,27,FEMALE,INNER_CITY,"$19,868",YES,2,NO,YES,YES,NO,NO
cluster3,ID12148,29,MALE,INNER_CITY,"$13,107",NO,2,NO,YES,YES,YES,YES
cluster3,ID12160,34,MALE,INNER_CITY,"$25,334",NO,1,YES,YES,YES,YES,YES
cluster3,ID12161,42,FEMALE,INNER_CITY,"$24,763",YES,1,NO,YES,YES,YES,YES
cluster3,ID12174,58,FEMALE,INNER_CITY,"$23,198",YES,2,NO,YES,NO,YES,NO
cluster3,ID12183,29,FEMALE,INNER_CITY,"$12,591",YES,1,NO,YES,YES,NO,NO
cluster3,ID12184,35,MALE,INNER_CITY,"$16,394",YES,1,NO,YES,YES,NO,YES
cluster3,ID12192,28,FEMALE,INNER_CITY,"$25,429",NO,2,NO,YES,YES,YES,NO
cluster3,ID12205,64,FEMALE,INNER_CITY,"$34,514",YES,1,NO,YES,YES,NO,YES
cluster3,ID12210,30,FEMALE,INNER_CITY,"$24,032",YES,2,YES,YES,YES,YES,NO
cluster3,ID12218,26,MALE,INNER_CITY,"$10,044",YES,3,NO,YES,YES,YES,NO
cluster3,ID12223,36,FEMALE,TOWN,"$20,799",YES,1,NO,YES,NO,YES,YES
cluster3,ID12240,64,FEMALE,INNER_CITY,"$55,263",NO,1,NO,YES,YES,NO,YES
cluster3,ID12245,25,MALE,INNER_CITY,"$18,923",YES,1,NO,YES,YES,NO,YES
cluster3,ID12254,33,MALE,INNER_CITY,"$24,761",YES,1,NO,YES,YES,YES,YES
cluster3,ID12256,20,FEMALE,SUBURBAN,"$8,144",YES,2,NO,YES,YES,NO,YES
cluster3,ID12260,44,FEMALE,TOWN,"$15,315",YES,1,NO,YES,YES,NO,YES
cluster3,ID12278,41,FEMALE,INNER_CITY,"$30,099",YES,0,YES,YES,YES,YES,YES
cluster3,ID12281,22,FEMALE,INNER_CITY,"$17,655",YES,1,NO,YES,YES,YES,YES
cluster3,ID12300,26,FEMALE,INNER_CITY,"$20,819",YES,0,NO,YES,YES,NO,YES
cluster3,ID12305,22,MALE,INNER_CITY,"$12,765",YES,1,NO,YES,YES,YES,YES
cluster3,ID12308,25,FEMALE,INNER_CITY,"$14,960",YES,0,NO,YES,YES,YES,NO
cluster3,ID12323,42,FEMALE,INNER_CITY,"$39,309",YES,1,NO,YES,YES,NO,YES
cluster3,ID12324,67,FEMALE,INNER_CITY,"$43,530",YES,0,NO,YES,YES,YES,NO
cluster3,ID12332,31,MALE,INNER_CITY,"$28,969",NO,1,NO,NO,YES,YES,NO
cluster3,ID12336,49,FEMALE,INNER_CITY,"$16,711",NO,1,NO,YES,YES,YES,YES
cluster3,ID12338,22,FEMALE,INNER_CITY,"$17,867",YES,2,NO,YES,YES,YES,NO
cluster3,ID12355,21,FEMALE,RURAL,"$10,629",NO,3,NO,YES,YES,YES,NO
cluster3,ID12362,40,FEMALE,TOWN,"$28,882",YES,1,NO,YES,YES,YES,YES
cluster3,ID12377,46,FEMALE,SUBURBAN,"$28,703",NO,1,NO,YES,YES,YES,YES
cluster3,ID12384,43,FEMALE,INNER_CITY,"$39,176",YES,3,NO,YES,YES,YES,NO
cluster3,ID12385,22,FEMALE,INNER_CITY,"$13,739",YES,3,NO,YES,YES,NO,NO
cluster3,ID12387,39,MALE,INNER_CITY,"$24,676",YES,1,YES,YES,YES,YES,YES
cluster3,ID12401,19,FEMALE,INNER_CITY,"$8,162",YES,1,YES,YES,YES,YES,NO
cluster3,ID12410,28,FEMALE,INNER_CITY,"$11,921",NO,1,NO,YES,YES,NO,NO
cluster3,ID12423,25,FEMALE,TOWN,"$11,044",YES,1,YES,YES,NO,YES,NO
cluster3,ID12427,39,MALE,INNER_CITY,"$34,852",YES,1,NO,YES,NO,YES,YES
cluster3,ID12429,57,FEMALE,RURAL,"$50,849",NO,1,NO,YES,NO,YES,YES
cluster3,ID12432,18,FEMALE,INNER_CITY,"$11,601",YES,2,NO,YES,YES,YES,NO
cluster3,ID12435,23,FEMALE,SUBURBAN,"$21,042",YES,1,NO,NO,YES,NO,YES
cluster3,ID12453,56,FEMALE,RURAL,"$24,608",NO,1,NO,YES,YES,YES,NO
cluster3,ID12456,54,FEMALE,RURAL,"$50,186",YES,2,NO,YES,YES,YES,YES
cluster3,ID12460,52,FEMALE,INNER_CITY,"$22,792",YES,1,YES,YES,NO,NO,YES
cluster3,ID12499,64,FEMALE,INNER_CITY,"$57,445",NO,1,NO,YES,YES,NO,YES
cluster3,ID12505,24,FEMALE,INNER_CITY,"$13,865",YES,3,NO,YES,YES,NO,YES
cluster3,ID12511,27,FEMALE,INNER_CITY,"$18,159",NO,1,YES,NO,YES,YES,YES
cluster3,ID12517,36,MALE,INNER_CITY,"$12,533",NO,1,NO,YES,NO,YES,NO
cluster3,ID12529,34,FEMALE,INNER_CITY,"$17,309",YES,1,YES,NO,YES,YES,YES
cluster3,ID12538,64,FEMALE,INNER_CITY,"$31,416",NO,1,YES,YES,NO,YES,YES
cluster3,ID12539,18,FEMALE,SUBURBAN,"$12,117",YES,1,NO,NO,YES,NO,NO
cluster3,ID12541,40,MALE,INNER_CITY,"$29,415",YES,1,NO,YES,NO,YES,YES
cluster3,ID12571,62,FEMALE,INNER_CITY,"$41,522",YES,0,NO,YES,YES,YES,NO
cluster3,ID12576,33,FEMALE,TOWN,"$12,179",YES,2,NO,YES,YES,YES,NO
cluster3,ID12585,28,FEMALE,INNER_CITY,"$21,185",YES,1,YES,YES,YES,NO,YES
cluster3,ID12591,58,FEMALE,INNER_CITY,"$31,671",YES,1,YES,YES,NO,YES,YES
cluster3,ID12605,63,FEMALE,INNER_CITY,"$59,806",YES,1,YES,YES,YES,NO,YES
cluster3,ID12616,48,FEMALE,INNER_CITY,"$16,663",YES,1,NO,YES,YES,NO,YES
cluster3,ID12626,43,FEMALE,INNER_CITY,"$19,327",YES,1,NO,NO,YES,NO,YES
cluster3,ID12628,21,FEMALE,TOWN,"$10,672",NO,1,NO,YES,YES,YES,NO
cluster3,ID12637,53,FEMALE,INNER_CITY,"$37,851",NO,1,NO,YES,YES,NO,YES
cluster3,ID12640,19,MALE,INNER_CITY,"$10,192",YES,0,NO,YES,YES,YES,YES
cluster3,ID12641,48,FEMALE,INNER_CITY,"$21,821",YES,1,YES,YES,NO,YES,YES
cluster3,ID12657,43,FEMALE,RURAL,"$18,566",YES,1,YES,YES,YES,YES,YES
cluster3,ID12661,40,MALE,INNER_CITY,"$16,399",NO,1,NO,YES,YES,NO,YES
cluster3,ID12664,32,FEMALE,INNER_CITY,"$22,447",NO,1,NO,NO,YES,YES,YES
cluster3,ID12670,49,MALE,INNER_CITY,"$17,944",NO,1,YES,YES,YES,YES,YES
cluster3,ID12687,20,MALE,INNER_CITY,"$18,365",YES,1,NO,NO,YES,NO,YES
cluster3,ID12692,40,FEMALE,INNER_CITY,"$31,474",NO,2,NO,YES,YES,YES,YES
cluster4,ID12101,48,FEMALE,INNER_CITY,"$17,546",NO,1,NO,NO,NO,NO,YES
cluster4,ID12104,23,FEMALE,TOWN,"$20,375",YES,3,NO,NO,YES,NO,NO
cluster4,ID12105,57,FEMALE,RURAL,"$50,576",YES,0,NO,YES,NO,NO,NO
cluster4,ID12107,22,MALE,RURAL,"$8,877",NO,0,NO,NO,YES,NO,YES
cluster4,ID12135,43,MALE,SUBURBAN,"$37,522",NO,0,NO,YES,YES,NO,YES
cluster4,ID12138,36,FEMALE,RURAL,"$13,381",NO,0,YES,NO,YES,NO,YES
cluster4,ID12140,66,FEMALE,SUBURBAN,"$25,392",NO,2,NO,NO,YES,NO,NO
cluster4,ID12156,52,FEMALE,RURAL,"$47,836",NO,3,NO,YES,NO,NO,YES
cluster4,ID12157,58,FEMALE,INNER_CITY,"$24,978",NO,0,NO,NO,YES,NO,YES
cluster4,ID12170,31,FEMALE,RURAL,"$10,442",YES,2,NO,NO,YES,NO,YES
cluster4,ID12172,21,MALE,INNER_CITY,"$8,063",NO,0,NO,NO,YES,NO,YES
cluster4,ID12177,45,FEMALE,TOWN,"$26,948",NO,0,NO,YES,YES,YES,NO
cluster4,ID12190,54,FEMALE,INNER_CITY,"$31,096",YES,2,NO,NO,YES,NO,YES
cluster4,ID12193,53,FEMALE,RURAL,"$34,867",NO,0,NO,NO,YES,NO,YES
cluster4,ID12219,39,MALE,TOWN,"$17,270",NO,0,YES,NO,NO,NO,YES
cluster4,ID12224,35,FEMALE,RURAL,"$33,028",NO,1,NO,YES,YES,NO,YES
cluster4,ID12230,27,FEMALE,RURAL,"$21,350",NO,0,YES,YES,YES,NO,YES
cluster4,ID12231,43,MALE,INNER_CITY,"$23,246",NO,2,NO,NO,YES,NO,NO
cluster4,ID12238,57,FEMALE,INNER_CITY,"$39,205",NO,0,NO,YES,YES,NO,YES
cluster4,ID12239,65,FEMALE,RURAL,"$42,174",YES,0,NO,YES,YES,NO,NO
cluster4,ID12242,47,FEMALE,INNER_CITY,"$22,791",YES,0,NO,NO,YES,NO,NO
cluster4,ID12259,60,FEMALE,TOWN,"$21,506",YES,0,NO,NO,YES,NO,YES
cluster4,ID12263,49,FEMALE,TOWN,"$20,709",NO,3,NO,NO,YES,NO,NO
cluster4,ID12276,58,FEMALE,INNER_CITY,"$56,340",NO,0,NO,YES,YES,NO,YES
cluster4,ID12282,60,MALE,RURAL,"$56,659",NO,0,NO,YES,YES,NO,YES
cluster4,ID12293,64,FEMALE,RURAL,"$49,025",YES,3,NO,YES,YES,NO,YES
cluster4,ID12311,61,MALE,INNER_CITY,"$24,474",NO,0,YES,NO,NO,NO,YES
cluster4,ID12314,28,MALE,TOWN,"$13,176",NO,1,NO,NO,YES,NO,YES
cluster4,ID12326,47,FEMALE,RURAL,"$27,435",NO,0,YES,YES,YES,NO,YES
cluster4,ID12329,37,MALE,RURAL,"$28,022",NO,0,YES,NO,YES,YES,YES
cluster4,ID12335,57,FEMALE,RURAL,"$41,438",NO,3,NO,YES,NO,NO,NO
cluster4,ID12356,62,FEMALE,INNER_CITY,"$24,263",NO,0,YES,NO,YES,NO,YES
cluster4,ID12359,38,FEMALE,TOWN,"$21,496",NO,3,NO,NO,YES,YES,NO
cluster4,ID12360,36,MALE,TOWN,"$12,167",NO,0,NO,NO,NO,NO,NO
cluster4,ID12363,40,FEMALE,TOWN,"$21,612",YES,0,NO,NO,YES,NO,NO
cluster4,ID12368,48,FEMALE,SUBURBAN,"$30,396",NO,0,NO,YES,YES,NO,YES
cluster4,ID12379,65,FEMALE,RURAL,"$24,478",NO,0,NO,YES,NO,YES,NO
cluster4,ID12388,58,FEMALE,INNER_CITY,"$28,254",YES,3,NO,NO,YES,NO,NO
cluster4,ID12405,67,FEMALE,RURAL,"$57,398",NO,3,NO,YES,YES,NO,YES
cluster4,ID12406,35,FEMALE,RURAL,"$11,521",YES,0,NO,NO,YES,NO,NO
cluster4,ID12424,32,MALE,TOWN,"$24,028",NO,0,NO,YES,YES,NO,YES
cluster4,ID12426,24,FEMALE,TOWN,"$9,465",NO,0,NO,NO,YES,NO,YES
cluster4,ID12430,27,FEMALE,TOWN,"$18,556",YES,3,NO,NO,YES,NO,NO
cluster4,ID12450,53,FEMALE,INNER_CITY,"$24,042",NO,1,NO,NO,YES,NO,YES
cluster4,ID12457,41,FEMALE,SUBURBAN,"$22,916",YES,0,NO,NO,YES,NO,NO
cluster4,ID12458,19,MALE,RURAL,"$9,593",NO,0,NO,YES,YES,NO,YES
cluster4,ID12474,52,FEMALE,INNER_CITY,"$28,414",YES,0,NO,NO,YES,NO,NO
cluster4,ID12485,36,FEMALE,TOWN,"$26,921",YES,0,NO,NO,YES,NO,NO
cluster4,ID12487,49,MALE,INNER_CITY,"$15,689",NO,0,NO,NO,YES,NO,NO
cluster4,ID12492,40,MALE,TOWN,"$22,197",NO,0,YES,NO,YES,NO,YES
cluster4,ID12501,34,FEMALE,RURAL,"$19,481",NO,0,NO,NO,YES,YES,YES
cluster4,ID12508,31,MALE,SUBURBAN,"$22,362",NO,0,NO,YES,YES,NO,YES
cluster4,ID12526,44,FEMALE,RURAL,"$30,489",YES,0,NO,YES,YES,NO,NO
cluster4,ID12534,42,FEMALE,RURAL,"$28,139",YES,0,NO,NO,YES,YES,YES
cluster4,ID12544,38,MALE,TOWN,"$33,303",NO,0,YES,NO,YES,YES,YES
cluster4,ID12545,21,FEMALE,RURAL,"$15,797",YES,0,NO,YES,YES,NO,YES
cluster4,ID12548,35,FEMALE,TOWN,"$30,800",YES,2,NO,NO,YES,NO,YES
cluster4,ID12550,38,FEMALE,RURAL,"$34,061",NO,0,YES,YES,YES,NO,YES
cluster4,ID12553,59,FEMALE,INNER_CITY,"$27,045",NO,0,NO,NO,YES,NO,YES
cluster4,ID12568,34,FEMALE,SUBURBAN,"$12,810",NO,3,NO,YES,YES,NO,YES
cluster4,ID12569,43,MALE,SUBURBAN,"$15,109",YES,0,NO,NO,YES,NO,YES
cluster4,ID12574,41,FEMALE,TOWN,"$27,758",NO,0,NO,YES,YES,NO,YES
cluster4,ID12577,43,MALE,RURAL,"$26,107",NO,1,NO,NO,YES,NO,YES
cluster4,ID12583,44,MALE,RURAL,"$32,763",NO,0,NO,YES,YES,YES,NO
cluster4,ID12588,19,MALE,RURAL,"$16,626",YES,1,NO,NO,YES,NO,YES
cluster4,ID12594,59,MALE,INNER_CITY,"$40,950",NO,0,NO,YES,YES,NO,YES
cluster4,ID12595,47,FEMALE,RURAL,"$43,743",YES,3,NO,YES,YES,NO,NO
cluster4,ID12598,64,MALE,INNER_CITY,"$46,588",NO,0,NO,YES,YES,NO,YES
cluster4,ID12600,46,FEMALE,TOWN,"$18,912",YES,0,YES,NO,YES,NO,YES
cluster4,ID12614,25,FEMALE,RURAL,"$14,505",NO,3,NO,YES,YES,NO,NO
cluster4,ID12617,35,FEMALE,TOWN,"$20,263",NO,0,NO,YES,NO,NO,YES
cluster4,ID12619,27,FEMALE,TOWN,"$22,007",NO,3,NO,NO,YES,NO,NO
cluster4,ID12646,40,MALE,INNER_CITY,"$36,257",NO,0,NO,NO,YES,YES,YES
cluster4,ID12662,25,FEMALE,SUBURBAN,"$23,288",NO,0,NO,NO,YES,YES,YES
cluster4,ID12663,57,FEMALE,RURAL,"$50,898",YES,0,NO,YES,YES,NO,NO
cluster4,ID12671,49,FEMALE,RURAL,"$33,666",NO,3,YES,NO,YES,NO,NO
cluster4,ID12700,38,MALE,TOWN,"$26,672",NO,0,YES,NO,YES,YES,YES
cluster5,ID12114,66,FEMALE,TOWN,"$55,205",YES,1,YES,YES,YES,YES,YES
cluster5,ID12121,61,MALE,INNER_CITY,"$57,881",YES,2,NO,YES,NO,NO,YES
cluster5,ID12130,61,MALE,RURAL,"$24,270",YES,1,NO,NO,YES,NO,YES
cluster5,ID12141,55,MALE,TOWN,"$26,774",YES,0,NO,NO,YES,YES,YES
cluster5,ID12146,64,MALE,INNER_CITY,"$52,671",YES,2,NO,YES,YES,YES,YES
cluster5,ID12153,43,MALE,TOWN,"$16,260",YES,1,NO,YES,YES,NO,YES
cluster5,ID12154,48,MALE,SUBURBAN,"$29,794",NO,1,NO,YES,YES,NO,YES
cluster5,ID12155,63,MALE,TOWN,"$56,843",YES,0,NO,YES,YES,YES,NO
cluster5,ID12178,61,MALE,INNER_CITY,"$49,457",YES,1,YES,YES,YES,YES,YES
cluster5,ID12191,37,MALE,TOWN,"$24,815",YES,1,YES,NO,YES,YES,YES
cluster5,ID12198,34,MALE,TOWN,"$30,871",YES,2,YES,YES,YES,YES,YES
cluster5,ID12201,54,MALE,INNER_CITY,"$26,708",YES,1,NO,YES,YES,YES,YES
cluster5,ID12204,43,MALE,TOWN,"$33,089",NO,0,NO,YES,YES,YES,NO
cluster5,ID12221,46,MALE,RURAL,"$29,526",NO,2,NO,YES,NO,YES,NO
cluster5,ID12226,47,MALE,INNER_CITY,"$39,011",YES,2,NO,NO,YES,NO,YES
cluster5,ID12232,61,MALE,RURAL,"$41,610",YES,3,NO,YES,YES,YES,NO
cluster5,ID12246,58,MALE,SUBURBAN,"$51,204",YES,0,NO,YES,NO,YES,YES
cluster5,ID12251,53,MALE,RURAL,"$28,194",YES,1,YES,YES,YES,NO,YES
cluster5,ID12253,63,MALE,TOWN,"$54,619",YES,2,NO,YES,NO,YES,YES
cluster5,ID12266,26,MALE,RURAL,"$24,072",YES,1,NO,NO,YES,YES,YES
cluster5,ID12267,20,MALE,TOWN,"$9,590",NO,1,NO,YES,YES,YES,NO
cluster5,ID12280,63,MALE,INNER_CITY,"$36,086",YES,2,NO,NO,YES,NO,YES
cluster5,ID12286,49,MALE,RURAL,"$32,670",YES,1,YES,YES,YES,YES,YES
cluster5,ID12288,48,FEMALE,TOWN,"$34,410",YES,1,NO,NO,YES,NO,YES
cluster5,ID12296,52,MALE,INNER_CITY,"$17,840",YES,1,NO,YES,NO,YES,YES
cluster5,ID12301,46,MALE,TOWN,"$26,078",YES,1,YES,YES,YES,NO,YES
cluster5,ID12302,46,FEMALE,TOWN,"$41,627",YES,0,NO,YES,YES,YES,NO
cluster5,ID12312,58,MALE,TOWN,"$33,124",YES,1,YES,YES,YES,NO,YES
cluster5,ID12322,47,MALE,INNER_CITY,"$42,124",YES,2,NO,YES,YES,NO,YES
cluster5,ID12325,57,MALE,RURAL,"$49,874",YES,3,NO,YES,YES,NO,YES
cluster5,ID12328,56,MALE,TOWN,"$24,888",NO,0,NO,YES,YES,NO,YES
cluster5,ID12352,45,FEMALE,TOWN,"$36,058",YES,1,YES,YES,YES,YES,YES
